Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region,Sales Growth Rate,Moving Average Sales
2025-03-15,83,0.03216967,60,35,1,1,5000.56,CUST00026,744,-0.23076923076923073,64.85714285714286
2019-01-05,84,0.03216967,61,35,1,1,5000.56,CUST00027,1002,0.016666666666666607,62.142857142857146
2019-01-05,85,0.03216967,73,35,1,1,5000.56,CUST00028,759,0.19672131147540983,64.57142857142857
2019-01-05,82,0.03216967,74,35,1,1,5000.56,CUST00029,937,0.013698630136986356,66.57142857142857
2019-01-05,86,0.03216967,76,35,1,1,5000.56,CUST00030,305,0.027027027027026973,69.14285714285714
2019-01-05,87,0.030429155,71,35,1,1,5000.56,CUST00031,1320,-0.06578947368421051,70.42857142857143
2019-01-06,83,0.030429155,77,35,1,1,5000.56,CUST00032,921,0.08450704225352124,70.28571428571429
2019-01-06,84,0.030429155,63,35,1,1,5000.56,CUST00033,1842,-0.18181818181818177,70.71428571428571
2019-01-06,85,0.030429155,72,35,1,1,5000.56,CUST00034,655,0.1428571428571428,72.28571428571429
2019-01-06,82,0.030429155,64,35,1,1,5000.56,CUST00035,710,-0.11111111111111116,71.0
2019-01-06,86,0.030429155,54,35,1,1,5000.56,CUST00036,1391,-0.15625,68.14285714285714
2019-01-07,81,0.032918451,3562,35000,1,1,5000.56,CUST00037,951,64.96296296296296,566.1428571428571
2019-01-07,83,0.032918451,86,35,1,1,5000.56,CUST00038,1678,-0.9758562605277934,568.2857142857143
2019-01-07,84,0.032918451,69,35,1,1,5000.56,CUST00039,615,-0.19767441860465118,567.1428571428571
2019-01-07,85,0.032918451,78,35,1,1,5000.56,CUST00040,1966,0.13043478260869557,569.2857142857143
2019-01-07,82,-0.032918451,25,35,1,1,5000.56,CUST00041,2041,-0.6794871794871795,562.5714285714286
2019-01-07,86,0.032918451,62,35,1,1,5000.56,CUST00042,241,1.48,562.2857142857143
2019-01-08,81,0.029616648,85,35,1,1,5000.56,CUST00043,1079,0.37096774193548376,566.7142857142857
2019-01-08,83,0.029616648,64,35,1,1,5000.56,CUST00044,707,-0.24705882352941178,67.0
2019-01-08,6,0.029616648,77,35,1,1,5000.56,CUST00045,2087,0.203125,65.71428571428571
2019-01-08,87,0.029616648,63,35,1,1,5000.56,CUST00046,1429,-0.18181818181818177,64.85714285714286
2019-01-08,82,0.029616648,63,35,1,1,5000.56,CUST00047,2047,0.0,62.714285714285715
2019-01-08,86,0.029616648,66,35,1,1,5000.56,CUST00048,222,0.04761904761904767,68.57142857142857
2019-01-09,81,0.024112317,59,35,1,1,5000.56,CUST00049,2130,-0.10606060606060608,68.14285714285714
2019-01-09,83,0.024112317,75,35,1,1,5000.56,CUST00050,270,0.27118644067796605,66.71428571428571
2025-03-15,84,0.024112317,67,35,1,1,5000.56,CUST00051,618,-0.10666666666666669,67.14285714285714
2019-01-09,85,0.024112317,72,35,1,1,5000.56,CUST00052,1438,0.07462686567164178,66.42857142857143
2019-01-09,82,0.024112317,71,35,1,1,5000.56,CUST00053,15,-0.01388888888888884,67.57142857142857
2019-01-09,86,0.024112317,62,35,1,1,5000.56,CUST00054,791,-0.12676056338028174,67.42857142857143
2019-01-10,81,0.0310465,3563,35000,1,1,5000.56,CUST00055,2123,56.46774193548387,567.0
2019-01-10,83,0.0310465,71,35,1,1,5000.56,CUST00056,1899,-0.980072972214426,568.7142857142857
2019-01-10,84,0.0310465,64,35,1,1,5000.56,CUST00057,1063,-0.09859154929577463,567.1428571428571
2019-01-10,85,0.0310465,60,35,1,1,5000.56,CUST00058,1583,-0.0625,566.1428571428571
2019-01-10,82,0.0310465,58,35,1,1,5000.56,CUST00059,1048,-0.033333333333333326,564.1428571428571
2019-01-10,86,0.0310465,55,35,1,1,5000.56,CUST00060,440,-0.051724137931034475,561.8571428571429
2019-01-10,87,-0.037721796,34,35,1,1,5000.56,CUST00061,256,-0.38181818181818183,557.8571428571429
2019-01-11,83,0.037721796,81,35,1,1,5000.56,CUST00062,2037,1.3823529411764706,60.42857142857143
2019-01-11,84,0.037721796,74,35,1,1,5000.56,CUST00063,218,-0.0864197530864198,60.857142857142854
2019-01-11,85,0.037721796,73,35,1,1,5000.56,CUST00064,1728,-0.013513513513513487,62.142857142857146
2019-01-11,82,0.037721796,76,35,1,1,5000.56,CUST00065,2052,0.041095890410958846,64.42857142857143
2019-01-11,86,0.037721796,50,35,1,1,5000.56,CUST00066,1299,-0.3421052631578947,63.285714285714285
2019-01-11,0,0.035710445,77,35,1,1,5000.56,CUST00067,1985,0.54,66.42857142857143
2019-01-12,83,0.035710445,70,35,1,1,5000.56,CUST00068,983,-0.09090909090909094,71.57142857142857
2019-01-12,84,0.035710445,69,35,1,1,5000.56,CUST00069,300,-0.014285714285714235,69.85714285714286
2019-01-12,85,0.035710445,69,35,1,1,5000.56,CUST00070,839,0.0,69.14285714285714
2019-01-12,82,0.035710445,74,35,1,1,5000.56,CUST00071,1108,0.07246376811594213,69.28571428571429
2019-01-12,86,0.035710445,71,35,1,1,5000.56,CUST00072,1120,-0.04054054054054057,68.57142857142857
2019-01-13,81,0.028760331,3573,35000,1,1,5000.56,CUST00073,458,49.32394366197183,571.8571428571429
2019-01-13,83,0.028760331,68,35,1,1,5000.56,CUST00074,62,-0.9809683739154772,570.5714285714286
2019-01-13,84,0.028760331,55,35,1,1,5000.56,CUST00075,793,-0.19117647058823528,568.4285714285714
2025-03-15,87,0.028760331,75,35,1,1,5000.56,CUST00076,679,0.36363636363636354,569.2857142857143
2019-01-13,82,0.028760331,52,35,1,1,5000.56,CUST00077,1610,-0.30666666666666664,566.8571428571429
2019-01-13,86,0.028760331,59,35,1,1,5000.56,CUST00078,1776,0.13461538461538458,564.7142857142857
2019-01-14,81,0.026968037,75,35,1,1,5000.56,CUST00079,129,0.27118644067796605,565.2857142857143
2019-01-14,83,0.026968037,75,35,1,1,5000.56,CUST00080,1117,0.0,65.57142857142857
2019-01-14,84,-0.026968037,44,35,1,1,5000.56,CUST00081,576,-0.41333333333333333,62.142857142857146
2019-01-14,85,0.026968037,71,35,1,1,5000.56,CUST00082,1471,0.6136363636363635,64.42857142857143
2019-01-14,82,0.026968037,55,35,1,1,5000.56,CUST00083,1545,-0.22535211267605637,61.57142857142857
2019-01-14,86,0.026968037,59,35,1,1,5000.56,CUST00084,692,0.07272727272727275,62.57142857142857
2019-01-15,81,0.030620333,71,35,1,1,5000.56,CUST00085,1709,0.20338983050847448,64.28571428571429
2019-01-15,83,0.030620333,86,35,1,1,5000.56,CUST00086,17,0.21126760563380276,65.85714285714286
2019-01-15,84,0.030620333,62,35,1,1,5000.56,CUST00087,1961,-0.2790697674418605,64.0
2019-01-15,85,0.030620333,55,35,1,1,5000.56,CUST00088,1560,-0.11290322580645162,65.57142857142857
2019-01-15,1,0.030620333,74,35,1,1,5000.56,CUST00089,1937,0.34545454545454546,66.0
2019-01-15,86,0.030620333,64,35,1,1,5000.56,CUST00090,898,-0.1351351351351351,67.28571428571429
2019-01-15,87,0.032464403,3555,35000,1,1,5000.56,CUST00091,13,54.546875,566.7142857142857
2019-01-16,83,0.032464403,46,35,1,1,5000.56,CUST00092,1485,-0.9870604781997188,563.1428571428571
2019-01-16,84,0.032464403,84,35,1,1,5000.56,CUST00093,295,0.826086956521739,562.8571428571429
2019-01-16,85,0.032464403,69,35,1,1,5000.56,CUST00094,61,-0.1785714285714286,563.8571428571429
2019-01-16,82,0.032464403,85,35,1,1,5000.56,CUST00095,1989,0.2318840579710144,568.1428571428571
2019-01-16,86,0.032464403,67,35,1,1,5000.56,CUST00096,280,-0.21176470588235297,567.1428571428571
2019-01-17,81,0.0378373,73,35,1,1,5000.56,CUST00097,1552,0.08955223880597019,568.4285714285714
2019-01-17,83,0.0378373,80,35,1,1,5000.56,CUST00098,1456,0.09589041095890405,72.0
2019-01-17,84,0.0378373,46,35,1,1,5000.56,CUST00099,609,-0.42500000000000004,72.0
2019-01-17,85,0.0378373,72,35,1,1,5000.56,CUST00100,1507,0.5652173913043479,70.28571428571429
2025-03-15,82,-0.0378373,39,35,1,1,5000.56,CUST00101,1795,-0.45833333333333337,66.0
2019-01-17,86,0.0378373,71,35,1,1,5000.56,CUST00102,322,0.8205128205128205,64.0
2019-01-18,81,0.03203027,72,35,1,1,5000.56,CUST00103,316,0.014084507042253502,64.71428571428571
2019-01-18,83,0.03203027,69,35,1,1,5000.56,CUST00104,362,-0.04166666666666663,64.14285714285714
2019-01-18,84,0.03203027,78,35,1,1,5000.56,CUST00105,1144,0.13043478260869557,63.857142857142854
2019-01-18,87,0.03203027,54,35,1,1,5000.56,CUST00106,140,-0.3076923076923077,65.0
2019-01-18,82,0.03203027,70,35,1,1,5000.56,CUST00107,899,0.2962962962962963,64.71428571428571
2019-01-18,86,0.03203027,74,35,1,1,5000.56,CUST00108,1303,0.05714285714285716,69.71428571428571
2019-01-19,81,0.029959176,3553,35000,1,1,5000.56,CUST00109,1468,47.013513513513516,567.1428571428571
2019-01-19,83,0.029959176,71,35,1,1,5000.56,CUST00110,1448,-0.9800168871376301,567.0
2019-01-19,-1,0.029959176,77,35,1,1,5000.56,CUST00111,1364,0.08450704225352124,568.1428571428571
2019-01-19,85,0.029959176,71,35,1,1,5000.56,CUST00112,320,-0.07792207792207795,567.1428571428571
2019-01-19,82,0.029959176,62,35,1,1,5000.56,CUST00113,116,-0.12676056338028174,568.2857142857143
2019-01-19,86,0.029959176,46,35,1,1,5000.56,CUST00114,1441,-0.25806451612903225,564.8571428571429
2019-01-20,81,0.034874042,84,35,1,1,5000.56,CUST00115,2156,0.826086956521739,566.2857142857143
2019-01-20,83,0.034874042,76,35,1,1,5000.56,CUST00116,1701,-0.09523809523809523,69.57142857142857
2019-01-20,84,0.034874042,63,35,1,1,5000.56,CUST00117,1629,-0.17105263157894735,68.42857142857143
2019-01-20,85,0.034874042,48,35,1,1,5000.56,CUST00118,1180,-0.23809523809523814,64.28571428571429
2019-01-20,82,0.034874042,84,35,1,1,5000.56,CUST00119,1944,0.75,66.14285714285714
2019-01-20,86,0.034874042,75,35,1,1,5000.56,CUST00120,1473,-0.1071428571428571,68.0
2019-01-20,87,-0.02726277,46,35,1,1,5000.56,CUST00121,1774,-0.3866666666666667,68.0
2019-01-21,83,0.02726277,65,35,1,1,5000.56,CUST00122,1038,0.4130434782608696,65.28571428571429
2019-01-21,84,0.02726277,53,35,1,1,5000.56,CUST00123,39,-0.18461538461538463,62.0
2019-01-21,85,0.02726277,63,35,1,1,5000.56,CUST00124,1059,0.18867924528301883,62.0
2019-01-21,82,0.02726277,64,35,1,1,5000.56,CUST00125,1977,0.015873015873015817,64.28571428571429
2025-03-15,86,0.02726277,65,35,1,1,5000.56,CUST00126,681,0.015625,61.57142857142857
2019-01-22,81,0.029110823,3566,35000,1,1,5000.56,CUST00127,1779,53.86153846153846,560.2857142857143
2019-01-22,83,0.029110823,70,35,1,1,5000.56,CUST00128,740,-0.9803701626472238,563.7142857142857
2019-01-22,84,0.029110823,74,35,1,1,5000.56,CUST00129,2081,0.05714285714285716,565.0
2019-01-22,85,0.029110823,65,35,1,1,5000.56,CUST00130,375,-0.1216216216216216,566.7142857142857
2019-01-22,82,0.029110823,56,35,1,1,5000.56,CUST00131,1359,-0.1384615384615384,565.7142857142857
2019-01-22,86,0.029110823,79,35,1,1,5000.56,CUST00132,1615,0.4107142857142858,567.8571428571429
2019-01-22,2,0.027370308,50,35,1,1,5000.56,CUST00133,1425,-0.36708860759493667,565.7142857142857
2019-01-23,83,0.027370308,65,35,1,1,5000.56,CUST00134,111,0.30000000000000004,65.57142857142857
2019-01-23,84,0.027370308,76,35,1,1,5000.56,CUST00135,1870,0.1692307692307693,66.42857142857143
2019-01-23,87,0.027370308,65,35,1,1,5000.56,CUST00136,2079,-0.14473684210526316,65.14285714285714
2019-01-23,82,0.027370308,87,35,1,1,5000.56,CUST00137,1664,0.33846153846153837,68.28571428571429
2019-01-23,86,0.027370308,63,35,1,1,5000.56,CUST00138,2115,-0.27586206896551724,69.28571428571429
2019-01-24,81,0.033687145,62,35,1,1,5000.56,CUST00139,1009,-0.015873015873015928,66.85714285714286
2019-01-24,83,0.033687145,78,35,1,1,5000.56,CUST00140,1210,0.25806451612903225,70.85714285714286
2019-01-24,84,-0.033687145,41,35,1,1,5000.56,CUST00141,308,-0.47435897435897434,67.42857142857143
2019-01-24,85,0.033687145,71,35,1,1,5000.56,CUST00142,678,0.7317073170731707,66.71428571428571
2019-01-24,82,0.033687145,57,35,1,1,5000.56,CUST00143,1986,-0.19718309859154926,65.57142857142857
2019-01-24,86,0.033687145,69,35,1,1,5000.56,CUST00144,939,0.21052631578947367,63.0
2019-01-25,81,0.037494772,3589,35000,1,1,5000.56,CUST00145,1193,51.01449275362319,566.7142857142857
2019-01-25,83,0.037494772,68,35,1,1,5000.56,CUST00146,1666,-0.9810532181666203,567.5714285714286
2019-01-25,84,0.037494772,71,35,1,1,5000.56,CUST00147,872,0.044117647058823595,566.5714285714286
2019-01-25,85,0.037494772,78,35,1,1,5000.56,CUST00148,1431,0.09859154929577474,571.8571428571429
2019-01-25,82,0.037494772,69,35,1,1,5000.56,CUST00149,1216,-0.11538461538461542,571.5714285714286
2019-01-25,86,0.037494772,66,35,1,1,5000.56,CUST00150,2174,-0.04347826086956519,572.8571428571429
2025-03-15,87,0.035355969,67,35,1,1,5000.56,CUST00151,2046,0.015151515151515138,572.5714285714286
2019-01-26,83,0.035355969,73,35,1,1,5000.56,CUST00152,306,0.08955223880597019,70.28571428571429
2019-01-26,84,0.035355969,81,35,1,1,5000.56,CUST00153,1165,0.1095890410958904,72.14285714285714
2019-01-26,85,0.035355969,62,35,1,1,5000.56,CUST00154,142,-0.23456790123456794,70.85714285714286
2019-01-26,3,0.035355969,70,35,1,1,5000.56,CUST00155,2071,0.12903225806451624,69.71428571428571
2019-01-26,86,0.035355969,66,35,1,1,5000.56,CUST00156,2112,-0.05714285714285716,69.28571428571429
2019-01-27,81,0.036180424,78,35,1,1,5000.56,CUST00157,1374,0.18181818181818188,71.0
2019-01-27,83,0.036180424,67,35,1,1,5000.56,CUST00158,894,-0.14102564102564108,71.0
2019-01-27,84,0.036180424,53,35,1,1,5000.56,CUST00159,468,-0.20895522388059706,68.14285714285714
2019-01-27,85,0.036180424,60,35,1,1,5000.56,CUST00160,743,0.13207547169811318,65.14285714285714
2019-01-27,82,-0.036180424,47,35,1,1,5000.56,CUST00161,1447,-0.21666666666666667,63.0
2019-01-27,86,0.036180424,69,35,1,1,5000.56,CUST00162,1261,0.46808510638297873,62.857142857142854
2019-01-28,81,0.039784925,3567,35000,1,1,5000.56,CUST00163,1094,50.69565217391305,563.0
2019-01-28,83,0.039784925,60,35,1,1,5000.56,CUST00164,774,-0.9831791421362489,560.4285714285714
2019-01-28,84,0.039784925,77,35,1,1,5000.56,CUST00165,150,0.28333333333333344,561.8571428571429
2019-01-28,87,0.039784925,82,35,1,1,5000.56,CUST00166,1982,0.06493506493506485,566.0
2019-01-28,82,0.039784925,82,35,1,1,5000.56,CUST00167,595,0.0,569.1428571428571
2019-01-28,86,0.039784925,65,35,1,1,5000.56,CUST00168,1157,-0.20731707317073167,571.7142857142857
2019-01-29,81,0.039605696,78,35,1,1,5000.56,CUST00169,683,0.19999999999999996,573.0
2019-01-29,83,0.039605696,68,35,1,1,5000.56,CUST00170,450,-0.1282051282051282,73.14285714285714
2019-01-29,84,0.039605696,99,35,1,1,5000.56,CUST00171,673,0.4558823529411764,78.71428571428571
2019-01-29,85,0.039605696,68,35,1,1,5000.56,CUST00172,912,-0.31313131313131315,77.42857142857143
2019-01-29,82,0.039605696,81,35,1,1,5000.56,CUST00173,1981,0.19117647058823528,77.28571428571429
2019-01-29,86,0.039605696,81,35,1,1,5000.56,CUST00174,888,0.0,77.14285714285714
2019-01-30,81,0.031914767,56,35,1,1,5000.56,CUST00175,969,-0.308641975308642,75.85714285714286
2025-03-15,83,0.031914767,76,35,1,1,5000.56,CUST00176,1243,0.3571428571428572,75.57142857142857
2025-03-15,4,0.031914767,55,35,1,1,5000.56,CUST00177,2173,-0.2763157894736842,73.71428571428571
2019-01-30,85,0.031914767,87,35,1,1,5000.56,CUST00178,1539,0.5818181818181818,72.0
2019-01-30,82,0.031914767,77,35,1,1,5000.56,CUST00179,652,-0.11494252873563215,73.28571428571429
2019-01-30,86,0.031914767,80,35,1,1,5000.56,CUST00180,2027,0.03896103896103886,73.14285714285714
2019-01-30,87,-0.027449965,3545,35000,1,1,5000.56,CUST00181,287,43.3125,568.0
2019-01-31,83,0.027449965,58,35,1,1,5000.56,CUST00182,2011,-0.983638928067701,568.2857142857143
2019-01-31,84,0.027449965,60,35,1,1,5000.56,CUST00183,529,0.034482758620689724,566.0
2019-01-31,85,0.027449965,78,35,1,1,5000.56,CUST00184,1660,0.30000000000000004,569.2857142857143
2019-01-31,82,0.027449965,66,35,1,1,5000.56,CUST00185,410,-0.15384615384615385,566.2857142857143
2019-01-31,86,0.027449965,70,35,1,1,5000.56,CUST00186,1722,0.06060606060606055,565.2857142857143
2019-02-01,81,0.034463806,75,35,1,1,5000.56,CUST00187,1231,0.0714285714285714,564.5714285714286
2019-02-01,83,0.034463806,56,35,1,1,5000.56,CUST00188,848,-0.2533333333333333,66.14285714285714
2019-02-01,84,0.034463806,72,35,1,1,5000.56,CUST00189,526,0.2857142857142858,68.14285714285714
2019-02-01,85,0.034463806,68,35,1,1,5000.56,CUST00190,195,-0.05555555555555558,69.28571428571429
2019-02-01,82,0.034463806,74,35,1,1,5000.56,CUST00191,987,0.08823529411764697,68.71428571428571
2019-02-01,86,0.034463806,81,35,1,1,5000.56,CUST00192,816,0.09459459459459452,70.85714285714286
2019-02-02,81,0.038629891,78,35,1,1,5000.56,CUST00193,1744,-0.03703703703703709,72.0
2019-02-02,83,0.038629891,70,35,1,1,5000.56,CUST00194,789,-0.10256410256410253,71.28571428571429
2019-02-02,84,0.038629891,73,35,1,1,5000.56,CUST00195,1179,0.04285714285714293,73.71428571428571
2019-02-02,87,0.038629891,64,35,1,1,5000.56,CUST00196,575,-0.12328767123287676,72.57142857142857
2019-02-02,82,0.038629891,51,35,1,1,5000.56,CUST00197,1865,-0.203125,70.14285714285714
2019-02-02,86,0.038629891,74,35,1,1,5000.56,CUST00198,506,0.4509803921568627,70.14285714285714
2019-02-02,32,0.025637758,3547,35000,1,1,5000.56,CUST00199,209,46.932432432432435,565.2857142857143
2019-02-03,83,0.025637758,56,35,1,1,5000.56,CUST00200,2141,-0.9842120101494221,562.1428571428571
2025-03-15,84,-0.025637758,76,35,1,1,5000.56,CUST00201,1549,0.3571428571428572,563.0
2019-02-03,85,0.025637758,72,35,1,1,5000.56,CUST00202,622,-0.052631578947368474,562.8571428571429
2019-02-03,82,0.025637758,85,35,1,1,5000.56,CUST00203,1043,0.18055555555555558,565.8571428571429
2019-02-03,86,0.025637758,49,35,1,1,5000.56,CUST00204,1586,-0.42352941176470593,565.5714285714286
2019-02-04,81,0.028812108,65,35,1,1,5000.56,CUST00205,2110,0.3265306122448979,564.2857142857143
2019-02-04,83,0.028812108,71,35,1,1,5000.56,CUST00206,907,0.0923076923076922,67.71428571428571
2019-02-04,84,0.028812108,51,35,1,1,5000.56,CUST00207,1450,-0.2816901408450704,67.0
2019-02-04,85,0.028812108,69,35,1,1,5000.56,CUST00208,1092,0.3529411764705883,66.0
2019-02-04,82,0.028812108,77,35,1,1,5000.56,CUST00209,373,0.11594202898550732,66.71428571428571
2019-02-04,86,0.028812108,94,35,1,1,5000.56,CUST00210,1107,0.22077922077922074,68.0
2019-02-04,87,0.03216967,47,35,1,1,5000.56,CUST00211,212,-0.5,67.71428571428571
2019-02-05,83,0.03216967,81,35,1,1,5000.56,CUST00212,990,0.7234042553191489,70.0
2019-02-05,84,0.03216967,66,35,1,1,5000.56,CUST00213,202,-0.18518518518518523,69.28571428571429
2019-02-05,85,0.03216967,67,35,1,1,5000.56,CUST00214,2131,0.015151515151515138,71.57142857142857
2019-02-05,82,0.03216967,72,35,1,1,5000.56,CUST00215,1444,0.07462686567164178,72.0
2019-02-05,86,0.03216967,82,35,1,1,5000.56,CUST00216,1363,0.13888888888888884,72.71428571428571
2019-02-06,81,0.030429155,3582,35000,1,1,5000.56,CUST00217,1167,42.68292682926829,571.0
2019-02-06,83,0.030429155,63,35,1,1,5000.56,CUST00218,1791,-0.9824120603015075,573.2857142857143
2019-02-06,84,0.030429155,59,35,1,1,5000.56,CUST00219,296,-0.06349206349206349,570.1428571428571
2019-02-06,85,0.030429155,64,35,1,1,5000.56,CUST00220,1209,0.0847457627118644,569.8571428571429
2019-02-06,-1,-0.030429155,31,35,1,1,5000.56,CUST00221,1027,-0.515625,564.7142857142857
2019-02-06,86,0.030429155,59,35,1,1,5000.56,CUST00222,1126,0.903225806451613,562.8571428571429
2019-02-07,81,0.032918451,73,35,1,1,5000.56,CUST00223,1311,0.23728813559322037,561.5714285714286
2019-02-07,83,0.032918451,58,35,1,1,5000.56,CUST00224,2170,-0.20547945205479456,58.142857142857146
2019-02-07,84,0.032918451,81,35,1,1,5000.56,CUST00225,401,0.39655172413793105,60.714285714285715
2025-03-15,87,0.032918451,65,35,1,1,5000.56,CUST00226,2127,-0.19753086419753085,61.57142857142857
2019-02-07,82,0.032918451,55,35,1,1,5000.56,CUST00227,808,-0.15384615384615385,60.285714285714285
2019-02-07,86,0.032918451,65,35,1,1,5000.56,CUST00228,189,0.18181818181818188,65.14285714285714
2019-02-08,81,0.029616648,85,35,1,1,5000.56,CUST00229,875,0.3076923076923077,68.85714285714286
2019-02-08,83,0.029616648,67,35,1,1,5000.56,CUST00230,1174,-0.21176470588235297,68.0
2019-02-08,84,0.029616648,78,35,1,1,5000.56,CUST00231,71,0.16417910447761197,70.85714285714286
2019-02-08,85,0.029616648,55,35,1,1,5000.56,CUST00232,1877,-0.2948717948717948,67.14285714285714
2019-02-08,82,0.029616648,73,35,1,1,5000.56,CUST00233,379,0.3272727272727274,68.28571428571429
2019-02-08,86,0.029616648,72,35,1,1,5000.56,CUST00234,386,-0.013698630136986356,70.71428571428571
2019-02-09,81,0.024112317,3567,35000,1,1,5000.56,CUST00235,1596,48.541666666666664,571.0
2019-02-09,83,0.024112317,52,35,1,1,5000.56,CUST00236,1720,-0.9854219231847491,566.2857142857143
2019-02-09,84,0.024112317,67,35,1,1,5000.56,CUST00237,178,0.28846153846153855,566.2857142857143
2019-02-09,85,0.024112317,64,35,1,1,5000.56,CUST00238,4,-0.04477611940298509,564.2857142857143
2019-02-09,82,0.024112317,81,35,1,1,5000.56,CUST00239,1906,0.265625,568.0
2019-02-09,86,0.024112317,74,35,1,1,5000.56,CUST00240,837,-0.0864197530864198,568.1428571428571
2019-02-09,87,-0.0310465,31,35,1,1,5000.56,CUST00241,337,-0.5810810810810811,562.2857142857143
2019-02-10,83,0.0310465,76,35,1,1,5000.56,CUST00242,772,1.4516129032258065,63.57142857142857
2019-02-10,27,0.0310465,54,35,1,1,5000.56,CUST00243,596,-0.2894736842105263,63.857142857142854
2019-02-10,85,0.0310465,72,35,1,1,5000.56,CUST00244,193,0.33333333333333326,64.57142857142857
2019-02-10,82,0.0310465,57,35,1,1,5000.56,CUST00245,357,-0.20833333333333337,63.57142857142857
2019-02-10,86,0.0310465,65,35,1,1,5000.56,CUST00246,1675,0.14035087719298245,61.285714285714285
2019-02-11,81,0.037721796,80,35,1,1,5000.56,CUST00247,1219,0.23076923076923084,62.142857142857146
2019-02-11,83,0.037721796,73,35,1,1,5000.56,CUST00248,1910,-0.08750000000000002,68.14285714285714
2019-02-11,84,0.037721796,69,35,1,1,5000.56,CUST00249,213,-0.0547945205479452,67.14285714285714
2019-02-11,85,0.037721796,85,35,1,1,5000.56,CUST00250,402,0.2318840579710144,71.57142857142857
2025-03-15,82,0.037721796,79,35,1,1,5000.56,CUST00251,1197,-0.07058823529411762,72.57142857142857
2019-02-11,86,0.037721796,59,35,1,1,5000.56,CUST00252,1845,-0.25316455696202533,72.85714285714286
2019-02-12,81,0.035710445,3568,35000,1,1,5000.56,CUST00253,751,59.47457627118644,573.2857142857143
2019-02-12,83,0.035710445,74,35,1,1,5000.56,CUST00254,408,-0.9792600896860987,572.4285714285714
2019-02-12,84,0.035710445,75,35,1,1,5000.56,CUST00255,197,0.013513513513513598,572.7142857142857
2019-02-12,87,0.035710445,77,35,1,1,5000.56,CUST00256,823,0.026666666666666616,573.8571428571429
2019-02-12,82,0.035710445,63,35,1,1,5000.56,CUST00257,722,-0.18181818181818177,570.7142857142857
2019-02-12,86,0.035710445,74,35,1,1,5000.56,CUST00258,99,0.17460317460317465,570.0
2019-02-13,81,0.028760331,83,35,1,1,5000.56,CUST00259,1058,0.12162162162162171,573.4285714285714
2019-02-13,83,0.028760331,55,35,1,1,5000.56,CUST00260,1585,-0.3373493975903614,71.57142857142857
